wavelength,normalized_radiation_A,normalized_radiation_B,normalized_radiation_C
45550,,,1.31E-05
45560,,,1.31E-05
45570,,,1.31E-05
45580,,,1.31E-05
45590,,,1.31E-05
45600,,,1.31E-05
45610,,,1.31E-05
45620,,,1.31E-05
45630,,,1.30E-05
45640,,,1.30E-05
45650,,,1.30E-05
45660,,,1.30E-05
45670,,,1.30E-05
45680,,,1.30E-05
45690,,,1.30E-05
45700,,,1.30E-05
45710,,,1.30E-05
45720,,,1.30E-05
45730,,,1.29E-05
45740,,,1.29E-05
45750,,,1.29E-05
45760,,,1.29E-05
45770,,,1.29E-05
45780,,,1.29E-05
45790,,,1.29E-05
45800,,,1.29E-05
45810,,,1.29E-05
45820,,,1.29E-05
45830,,,1.28E-05
45840,,,1.28E-05
45850,,,1.28E-05
45860,,,1.28E-05
45870,,,1.28E-05
45880,,,1.28E-05
45890,,,1.28E-05
45900,,,1.28E-05
45910,,,1.28E-05
45920,,,1.28E-05
45930,,,1.28E-05
45940,,,1.27E-05
45950,,,1.27E-05
45960,,,1.27E-05
45970,,,1.27E-05
45980,,,1.27E-05
45990,,,1.27E-05
46000,,,1.27E-05
46010,,,1.27E-05
46020,,,1.27E-05
46030,,,1.27E-05
46040,,,1.26E-05
46050,,,1.26E-05
46060,,,1.26E-05
46070,,,1.26E-05
46080,,,1.26E-05
46090,,,1.26E-05
46100,,,1.26E-05
46110,,,1.26E-05
46120,,,1.26E-05
46130,,,1.26E-05
46140,,,1.25E-05
46150,,,1.25E-05
46160,,,1.25E-05
46170,,,1.25E-05
46180,,,1.25E-05
46190,,,1.25E-05
46200,,,1.25E-05
46210,,,1.25E-05
46220,,,1.25E-05
46230,,,1.25E-05
46240,,,1.25E-05
46250,,,1.24E-05
46260,,,1.24E-05
46270,,,1.24E-05
46280,,,1.24E-05
46290,,,1.24E-05
46300,,,1.24E-05
46310,,,1.24E-05
46320,,,1.24E-05
46330,,,1.24E-05
46340,,,1.24E-05
46350,,,1.23E-05
46360,,,1.23E-05
46370,,,1.23E-05
46380,,,1.23E-05
46390,,,1.23E-05
46400,,,1.23E-05
46410,,,1.23E-05
46420,,,1.23E-05
46430,,,1.23E-05
46440,,,1.23E-05
46450,,,1.23E-05
46460,,,1.22E-05
46470,,,1.22E-05
46480,,,1.22E-05
46490,,,1.22E-05
46500,,,1.22E-05
46510,,,1.22E-05
46520,,,1.22E-05
46530,,,1.22E-05
46540,,,1.22E-05
46550,,,1.22E-05
46560,,,1.22E-05
46570,,,1.21E-05
46580,,,1.21E-05
46590,,,1.21E-05
46600,,,1.21E-05
46610,,,1.21E-05
46620,,,1.21E-05
46630,,,1.21E-05
46640,,,1.21E-05
46650,,,1.21E-05
46660,,,1.21E-05
46670,,,1.21E-05
46680,,,1.20E-05
46690,,,1.20E-05
46700,,,1.20E-05
46710,,,1.20E-05
46720,,,1.20E-05
46730,,,1.20E-05
46740,,,1.20E-05
46750,,,1.20E-05
46760,,,1.20E-05
46770,,,1.20E-05
46780,,,1.20E-05
46790,,,1.19E-05
46800,,,1.19E-05
46810,,,1.19E-05
46820,,,1.19E-05
46830,,,1.19E-05
46840,,,1.19E-05
46850,,,1.19E-05
46860,,,1.19E-05
46870,,,1.19E-05
46880,,,1.19E-05
46890,,,1.19E-05
46900,,,1.18E-05
46910,,,1.18E-05
46920,,,1.18E-05
46930,,,1.18E-05
46940,,,1.18E-05
46950,,,1.18E-05
46960,,,1.18E-05
46970,,,1.18E-05
46980,,,1.18E-05
46990,,,1.18E-05
47000,,,1.18E-05
47010,,,1.17E-05
47020,,,1.17E-05
47030,,,1.17E-05
47040,,,1.17E-05
47050,,,1.17E-05
47060,,,1.17E-05
47070,,,1.17E-05
47080,,,1.17E-05
47090,,,1.17E-05
47100,,,1.17E-05
47110,,,1.17E-05
47120,,,1.17E-05
47130,,,1.16E-05
47140,,,1.16E-05
47150,,,1.16E-05
47160,,,1.16E-05
47170,,,1.16E-05
47180,,,1.16E-05
47190,,,1.16E-05
47200,,,1.16E-05
47210,,,1.16E-05
47220,,,1.16E-05
47230,,,1.16E-05
47240,,,1.15E-05
47250,,,1.15E-05
47260,,,1.15E-05
47270,,,1.15E-05
47280,,,1.15E-05
47290,,,1.15E-05
47300,,,1.15E-05
47310,,,1.15E-05
47320,,,1.15E-05
47330,,,1.15E-05
47340,,,1.15E-05
47350,,,1.15E-05
47360,,,1.14E-05
47370,,,1.14E-05
47380,,,1.14E-05
47390,,,1.14E-05
47400,,,1.14E-05
47410,,,1.14E-05
47420,,,1.14E-05
47430,,,1.14E-05
47440,,,1.14E-05
47450,,,1.14E-05
47460,,,1.14E-05
47470,,,1.13E-05
47480,,,1.13E-05
47490,,,1.13E-05
47500,,,1.13E-05
47510,,,1.13E-05
47520,,,1.13E-05
47530,,,1.13E-05
47540,,,1.13E-05
47550,,,1.13E-05
47560,,,1.13E-05
47570,,,1.13E-05
47580,,,1.13E-05
47590,,,1.12E-05
47600,,,1.12E-05
47610,,,1.12E-05
47620,,,1.12E-05
47630,,,1.12E-05
47640,,,1.12E-05
47650,,,1.12E-05
47660,,,1.12E-05
47670,,,1.12E-05
47680,,,1.12E-05
47690,,,1.12E-05
47700,,,1.12E-05
47710,,,1.11E-05
47720,,,1.11E-05
47730,,,1.11E-05
47740,,,1.11E-05
47750,,,1.11E-05
47760,,,1.11E-05
47770,,,1.11E-05
47780,,,1.11E-05
47790,,,1.11E-05
47800,,,1.11E-05
47810,,,1.11E-05
47820,,,1.11E-05
47830,,,1.11E-05
47840,,,1.10E-05
47850,,,1.10E-05
47860,,,1.10E-05
47870,,,1.10E-05
47880,,,1.10E-05
47890,,,1.10E-05
47900,,,1.10E-05
47910,,,1.10E-05
47920,,,1.10E-05
47930,,,1.10E-05
47940,,,1.10E-05
47950,,,1.10E-05
47960,,,1.09E-05
47970,,,1.09E-05
47980,,,1.09E-05
47990,,,1.09E-05
48000,,,1.09E-05
48010,,,1.09E-05
48020,,,1.09E-05
48030,,,1.09E-05
48040,,,1.09E-05
48050,,,1.09E-05
48060,,,1.09E-05
48070,,,1.09E-05
48080,,,1.08E-05
48090,,,1.08E-05
48100,,,1.08E-05
48110,,,1.08E-05
48120,,,1.08E-05
48130,,,1.08E-05
48140,,,1.08E-05
48150,,,1.08E-05
48160,,,1.08E-05
48170,,,1.08E-05
48180,,,1.08E-05
48190,,,1.08E-05
48200,,,1.08E-05
48210,,,1.07E-05
48220,,,1.07E-05
48230,,,1.07E-05
48240,,,1.07E-05
48250,,,1.07E-05
48260,,,1.07E-05
48270,,,1.07E-05
48280,,,1.07E-05
48290,,,1.07E-05
48300,,,1.07E-05
48310,,,1.07E-05
48320,,,1.07E-05
48330,,,1.07E-05
48340,,,1.06E-05
48350,,,1.06E-05
48360,,,1.06E-05
48370,,,1.06E-05
48380,,,1.06E-05
48390,,,1.06E-05
48400,,,1.06E-05
48410,,,1.06E-05
48420,,,1.06E-05
48430,,,1.06E-05
48440,,,1.06E-05
48450,,,1.06E-05
48460,,,1.05E-05
48470,,,1.05E-05
48480,,,1.05E-05
48490,,,1.05E-05
48500,,,1.05E-05
48510,,,1.05E-05
48520,,,1.05E-05
48530,,,1.05E-05
48540,,,1.05E-05
48550,,,1.05E-05
48560,,,1.05E-05
48570,,,1.05E-05
48580,,,1.05E-05
48590,,,1.04E-05
48600,,,1.04E-05
48610,,,1.04E-05
48620,,,1.04E-05
48630,,,1.04E-05
48640,,,1.04E-05
48650,,,1.04E-05
48660,,,1.04E-05
48670,,,1.04E-05
48680,,,1.04E-05
48690,,,1.04E-05
48700,,,1.04E-05
48710,,,1.04E-05
48720,,,1.04E-05
48730,,,1.03E-05
48740,,,1.03E-05
48750,,,1.03E-05
48760,,,1.03E-05
48770,,,1.03E-05
48780,,,1.03E-05
48790,,,1.03E-05
48800,,,1.03E-05
48810,,,1.03E-05
48820,,,1.03E-05
48830,,,1.03E-05
48840,,,1.03E-05
48850,,,1.03E-05
48860,,,1.02E-05
48870,,,1.02E-05
48880,,,1.02E-05
48890,,,1.02E-05
48900,,,1.02E-05
48910,,,1.02E-05
48920,,,1.02E-05
48930,,,1.02E-05
48940,,,1.02E-05
48950,,,1.02E-05
48960,,,1.02E-05
48970,,,1.02E-05
48980,,,1.02E-05
48990,,,1.01E-05
49000,,,1.01E-05
49010,,,1.01E-05
49020,,,1.01E-05
49030,,,1.01E-05
49040,,,1.01E-05
49050,,,1.01E-05
49060,,,1.01E-05
49070,,,1.01E-05
49080,,,1.01E-05
49090,,,1.01E-05
49100,,,1.01E-05
49110,,,1.01E-05
49120,,,1.01E-05
49130,,,1.00E-05
49140,,,1.00E-05
49150,,,1.00E-05
49160,,,1.00E-05
49170,,,1.00E-05
49180,,,1.00E-05
49190,,,1.00E-05
49200,,,1.00E-05
49210,,,9.99E-06
49220,,,9.98E-06
49230,,,9.97E-06
49240,,,9.97E-06
49250,,,9.96E-06
49260,,,9.95E-06
49270,,,9.95E-06
49280,,,9.94E-06
49290,,,9.93E-06
49300,,,9.92E-06
49310,,,9.92E-06
49320,,,9.91E-06
49330,,,9.90E-06
49340,,,9.90E-06
49350,,,9.89E-06
49360,,,9.88E-06
49370,,,9.87E-06
49380,,,9.87E-06
49390,,,9.86E-06
49400,,,9.85E-06
49410,,,9.85E-06
49420,,,9.84E-06
49430,,,9.83E-06
49440,,,9.82E-06
49450,,,9.82E-06
49460,,,9.81E-06
49470,,,9.80E-06
49480,,,9.80E-06
49490,,,9.79E-06
49500,,,9.78E-06
49510,,,9.78E-06
49520,,,9.77E-06
49530,,,9.76E-06
49540,,,9.75E-06
49550,,,9.75E-06
49560,,,9.74E-06
49570,,,9.73E-06
49580,,,9.73E-06
49590,,,9.72E-06
49600,,,9.71E-06
49610,,,9.71E-06
49620,,,9.70E-06
49630,,,9.69E-06
49640,,,9.68E-06
49650,,,9.68E-06
49660,,,9.67E-06
49670,,,9.66E-06
49680,,,9.66E-06
49690,,,9.65E-06
49700,,,9.64E-06
49710,,,9.64E-06
49720,,,9.63E-06
49730,,,9.62E-06
49740,,,9.62E-06
49750,,,9.61E-06
49760,,,9.60E-06
49770,,,9.59E-06
49780,,,9.59E-06
49790,,,9.58E-06
49800,,,9.57E-06
49810,,,9.57E-06
49820,,,9.56E-06
49830,,,9.55E-06
49840,,,9.55E-06
49850,,,9.54E-06
49860,,,9.53E-06
49870,,,9.53E-06
49880,,,9.52E-06
49890,,,9.51E-06
49900,,,9.51E-06
49910,,,9.50E-06
49920,,,9.49E-06
49930,,,9.49E-06
49940,,,9.48E-06
49950,,,9.47E-06
49960,,,9.47E-06
49970,,,9.46E-06
49980,,,9.45E-06
49990,,,9.44E-06
50000,,,9.44E-06
